0,import re import pdb def increase_by_one leftround start_index comma end_index comma count rightround colon for i in range leftround start_index comma end_index rightround colon count leftsquare i rightsquare plus equal 1 return count def count_lies leftround result rightround colon for key in result colon count equal result leftsquare key rightsquare if __name__ equal equal s minus quotation __main__ s minus quotation colon MAX_K equal 10 no_of_inputs equal int leftround raw_input leftround rightround rightround regex equal ur d minus quotation \A leftround leftangle pipe rightangle pipe equal rightround \s leftround \d asterisk rightround \s leftround No pipe Yes rightround \Z d minus quotation for i in range leftround 0 comma no_of_inputs rightround colon no_of_lies equal leftsquare 0 rightsquare asterisk no_of_inputs count equal leftsquare 0 rightsquare asterisk MAX_K no_of_guesses equal int leftround raw_input leftround rightround rightround guesses equal leftsquare 0 rightsquare asterisk no_of_guesses for j in range leftround 0 comma no_of_guesses rightround colon temp equal raw_input leftround rightround period split leftround s minus quotation s minus quotation rightround temp leftsquare 1 rightsquare equal int leftround temp leftsquare 1 rightsquare rightround if leftround temp leftsquare 0 rightsquare equal equal s minus quotation leftangle s minus quotation and temp leftsquare 2 rightsquare equal equal s minus quotation Yes s minus quotation rightround colon count equal increase_by_one leftround 0 comma temp leftsquare 1 rightsquare minus 1 comma count rightround elif leftround temp leftsquare 0 rightsquare equal equal s minus quotation rightangle s minus quotation and temp leftsquare 2 rightsquare equal equal s minus quotation No s minus quotation rightround colon count equal increase_by_one leftround 0 comma temp leftsquare 1 rightsquare comma count rightround elif leftround temp leftsquare 0 rightsquare equal equal s minus quotation leftangle s minus quotation and temp leftsquare 2 rightsquare equal equal s minus quotation No s minus quotation rightround colon count equal increase_by_one leftround temp leftsquare 1 rightsquare minus 1 comma MAX_K comma count rightround elif leftround temp leftsquare 0 rightsquare equal equal s minus quotation rightangle s minus quotation and temp leftsquare 2 rightsquare equal equal s minus quotation Yes s minus quotation rightround colon count equal increase_by_one leftround temp leftsquare 1 rightsquare comma MAX_K comma count rightround elif leftround temp leftsquare 0 rightsquare equal equal s minus quotation equal s minus quotation and temp leftsquare 2 rightsquare equal equal s minus quotation Yes s minus quotation rightround colon count equal increase_by_one leftround temp leftsquare 1 rightsquare minus 1 comma temp leftsquare 1 rightsquare comma count rightround else colon hash equal 6 No count equal increase_by_one leftround 0 comma temp leftsquare 1 rightsquare minus 1 comma count rightround count equal increase_by_one leftround temp leftsquare 1 rightsquare comma MAX_K comma count rightround print count no_of_lies leftsquare i rightsquare equal no_of_guesses minus max leftround count rightround hash print result out print s minus quotation \n s minus quotation period join leftround str leftround p rightround for p in no_of_lies rightround
0,import sys t equal int leftround raw_input leftround rightround rightround i equal 0 while i leftangle t colon n comma k equal map leftround int comma sys period stdin period readline leftround rightround period split leftround rightround rightround mod equal 10 asterisk asterisk 18 while leftround pow leftround n comma n comma mod rightround exclamation equal pow leftround n comma n comma mod slash 10 rightround rightround colon mod equal mod slash 10 hash print mod asterisk 10 print str leftround pow leftround n comma n comma mod rightround rightround leftsquare colon k rightsquare comma str leftround pow leftround n comma n comma mod rightround rightround leftsquare minus k colon rightsquare i plus equal 1
0,hash exclamation slash usr slash bin slash python hash first take the first point hash do while there are still nodes left hash create a square hash find which lines intersect with the square hash if there is a next point hash xor this value with the co minus ordinates of next point and continue hash else hash output this value line equal raw_input leftround rightround t equal line period split leftround rightround num_street equal int leftround t leftsquare 0 rightsquare rightround num_pizza equal int leftround t leftsquare 1 rightsquare rightround x0 equal leftsquare rightsquare x1 equal leftsquare rightsquare x2 equal leftsquare rightsquare y0 equal leftsquare rightsquare y1 equal leftsquare rightsquare y2 equal leftsquare rightsquare side equal leftsquare rightsquare for i in range leftround num_street rightround colon line equal raw_input leftround rightround t equal line period split leftround rightround x1 plus equal leftsquare int leftround t leftsquare 0 rightsquare rightround rightsquare y1 plus equal leftsquare int leftround t leftsquare 1 rightsquare rightround rightsquare x2 plus equal leftsquare int leftround t leftsquare 2 rightsquare rightround rightsquare y2 plus equal leftsquare int leftround t leftsquare 3 rightsquare rightround rightsquare for i in range leftround num_pizza rightround colon line equal raw_input leftround rightround t equal line period split leftround rightround x0 plus equal leftsquare int leftround t leftsquare 0 rightsquare rightround rightsquare y0 plus equal leftsquare int leftround t leftsquare 1 rightsquare rightround rightsquare side plus equal leftsquare int leftround t leftsquare 2 rightsquare rightround rightsquare result equal 0 for i in range leftround num_pizza rightround colon x0 leftsquare i rightsquare hat equal result y0 leftsquare i rightsquare hat equal result result equal 0 for j in range leftround num_street rightround colon if leftround leftround x1 leftsquare j rightsquare leftangle x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround and leftround x2 leftsquare j rightsquare leftangle x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon continue elif leftround leftround y1 leftsquare j rightsquare leftangle y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround and leftround y2 leftsquare j rightsquare leftangle y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon continue elif leftround leftround x1 leftsquare j rightsquare rightangle x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround x2 leftsquare j rightsquare rightangle x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround rightround colon continue elif leftround leftround y1 leftsquare j rightsquare rightangle y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround y2 leftsquare j rightsquare rightangle y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround rightround colon continue if leftround leftround leftround x1 leftsquare j rightsquare leftangle equal x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround x1 leftsquare j rightsquare rightangle equal x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround and leftround leftround y1 leftsquare j rightsquare leftangle equal y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround y1 leftsquare j rightsquare rightangle equal y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround or leftround leftround x2 leftsquare j rightsquare leftangle equal x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround x2 leftsquare j rightsquare rightangle equal x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround and leftround leftround y2 leftsquare j rightsquare leftangle equal y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround and leftround y2 leftsquare j rightsquare rightangle equal y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround rightround colon result plus equal 1 else colon m equal leftround x2 leftsquare j rightsquare minus x1 leftsquare j rightsquare rightround slash leftround float leftround y2 leftsquare j rightsquare minus y1 leftsquare j rightsquare rightround rightround y3 equal y0 leftsquare i rightsquare plus side leftsquare i rightsquare x3 equal x2 leftsquare j rightsquare minus leftround m asterisk leftround y2 leftsquare j rightsquare minus y3 rightround rightround if leftround leftround x3 leftangle equal x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround or leftround x3 rightangle equal x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon result plus equal 1 continue y3 equal y0 leftsquare i rightsquare minus side leftsquare i rightsquare x3 equal x2 leftsquare j rightsquare minus leftround m asterisk leftround y2 leftsquare j rightsquare minus y3 rightround rightround if leftround leftround x3 leftangle equal x0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround or leftround x3 rightangle equal x0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon result plus equal 1 continue x3 equal x0 leftsquare i rightsquare plus side leftsquare i rightsquare y3 equal y2 leftsquare j rightsquare minus leftround x2 leftsquare j rightsquare minus x3 rightround slash m if leftround leftround y3 leftangle equal y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround or leftround y3 rightangle equal y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon result plus equal 1 continue x3 equal x0 leftsquare i rightsquare minus side leftsquare i rightsquare y3 equal y2 leftsquare j rightsquare minus leftround x2 leftsquare j rightsquare minus x3 rightround slash m if leftround leftround y3 leftangle equal y0 leftsquare i rightsquare plus side leftsquare i rightsquare rightround or leftround y3 rightangle equal y0 leftsquare i rightsquare minus side leftsquare i rightsquare rightround rightround colon result plus equal 1 continue print result
0,import sys a equal sys period stdin period readlines leftround rightround t equal int leftround a leftsquare 0 rightsquare rightround for i in range leftround 0 comma t rightround colon hash k number of initial cities hash p connections between them leftsquare k comma p rightsquare equal a leftsquare 2 asterisk i plus 1 colon 2 asterisk i plus 3 rightsquare p equal p period split leftround s minus quotation s minus quotation rightround c equal leftsquare 0 rightsquare asterisk int leftround k rightround hash get the most shared city plus 1 for j in range leftround 0 comma len leftround p rightround rightround colon p leftsquare j rightsquare equal int leftround p leftsquare j rightsquare rightround p period sort leftround rightround for j in range leftround 0 comma len leftround p rightround rightround colon c leftsquare j rightsquare equal p period count leftround j rightround print max leftround c rightround plus 1
0,t equal int leftround raw_input leftround rightround rightround while t rightangle 0 colon x equal raw_input leftround rightround y equal raw_input leftround rightround z equal s minus quotation s minus quotation for i in range leftround len leftround x rightround rightround colon if x leftsquare i rightsquare equal equal y leftsquare i rightsquare equal equal s minus quotation B s minus quotation colon z plus equal s minus quotation W s minus quotation elif x leftsquare i rightsquare equal equal y leftsquare i rightsquare equal equal s minus quotation W s minus quotation colon z plus equal s minus quotation B s minus quotation else colon z plus equal s minus quotation B s minus quotation print z
0,n comma q equal map leftround int comma raw_input leftround rightround period split leftround d minus quotation d minus quotation rightround rightround a equal map leftround int comma raw_input leftround rightround period split leftround d minus quotation d minus quotation rightround rightround M equal 1000000007 a period insert leftround 0 comma 0 rightround def query1 leftround x comma y comma v rightround colon for j in range leftround x comma y rightround colon a leftsquare j rightsquare plus equal v hash a leftsquare j rightsquare equal divmod leftround a leftsquare j rightsquare comma M rightround leftsquare 1 rightsquare def query2 leftround x comma y comma v rightround colon for j in range leftround x comma y rightround colon a leftsquare j rightsquare asterisk equal v hash a leftsquare j rightsquare equal divmod leftround a leftsquare j rightsquare comma M rightround leftsquare 1 rightsquare def query3 leftround x comma y comma v rightround colon for j in range leftround x comma y rightround colon a leftsquare j rightsquare equal v def query4 leftround x comma y rightround colon sumar equal 0 for j in range leftround x comma y rightround colon sumar plus equal a leftsquare j rightsquare print divmod leftround sumar comma M rightround leftsquare 1 rightsquare for i in range leftround q rightround colon query equal raw_input leftround rightround period split leftround d minus quotation d minus quotation rightround if leftround query leftsquare 0 rightsquare equal equal d minus quotation 1 d minus quotation rightround colon query1 leftround int leftround query leftsquare 1 rightsquare rightround comma int leftround query leftsquare 2 rightsquare rightround plus 1 comma int leftround query leftsquare 3 rightsquare rightround rightround elif leftround query leftsquare 0 rightsquare equal equal d minus quotation 2 d minus quotation rightround colon query2 leftround int leftround query leftsquare 1 rightsquare rightround comma int leftround query leftsquare 2 rightsquare rightround plus 1 comma int leftround query leftsquare 3 rightsquare rightround rightround elif leftround query leftsquare 0 rightsquare equal equal d minus quotation 3 d minus quotation rightround colon query3 leftround int leftround query leftsquare 1 rightsquare rightround comma int leftround query leftsquare 2 rightsquare rightround plus 1 comma int leftround query leftsquare 3 rightsquare rightround rightround else colon query4 leftround int leftround query leftsquare 1 rightsquare rightround comma int leftround query leftsquare 2 rightsquare rightround plus 1 rightround
0,from math import asterisk def adityAndMagic leftround n rightround colon a equal log leftround n comma 2 rightround return int leftround a rightround plus 1 t equal int leftround raw_input leftround rightround rightround for i in range leftround t rightround colon k equal int leftround raw_input leftround rightround rightround print adityAndMagic leftround k rightround
0,def removal_count leftround begin comma end comma left comma right rightround colon if leftround a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal equal minus 1 rightround colon if leftround begin rightangle end rightround colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal 0 elif leftround begin equal equal end and left equal equal 0 and right equal equal 0 rightround colon if leftround s_list leftsquare begin rightsquare equal equal s minus quotation ab s minus quotation or s_list leftsquare begin rightsquare equal equal s minus quotation ba s minus quotation rightround colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal 1 else colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal 0 else colon if leftround left exclamation equal 0 rightround colon start equal s_list leftsquare begin minus 1 rightsquare leftsquare left colon rightsquare else colon start equal s_list leftsquare begin rightsquare if leftround right exclamation equal 0 rightround colon stop equal s_list leftsquare end plus 1 rightsquare leftsquare colon right rightsquare else colon stop equal s_list leftsquare end rightsquare if leftround start leftsquare colon colon minus 1 rightsquare equal equal stop rightround colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal removal_count leftround begin plus 1 comma end minus 1 comma 0 comma 0 rightround elif leftround start leftsquare 0 rightsquare equal equal stop leftsquare minus 1 colon rightsquare rightround colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal removal_count leftround begin plus 1 comma end minus 1 comma len leftround s_list leftsquare begin rightsquare rightround minus 1 comma len leftround s_list leftsquare end rightsquare rightround minus 1 rightround else colon a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare equal min leftround removal_count leftround begin comma end minus 1 comma 0 comma 0 rightround comma removal_count leftround begin plus 1 comma end comma 0 comma 0 rightround rightround plus 1 return a leftsquare begin rightsquare leftsquare end rightsquare leftsquare left rightsquare leftsquare right rightsquare s equal raw_input leftround rightround s_list equal s period split leftround rightround a equal leftsquare rightsquare for i in range leftround len leftround s_list rightround rightround colon a period append leftround leftsquare rightsquare rightround for j in range leftround len leftround s_list rightround rightround colon a leftsquare i rightsquare period append leftround leftsquare rightsquare rightround for k in range leftround 2 rightround colon a leftsquare i rightsquare leftsquare j rightsquare period append leftround leftsquare rightsquare rightround for l in range leftround 2 rightround colon a leftsquare i rightsquare leftsquare j rightsquare leftsquare k rightsquare period append leftround minus 1 rightround print removal_count leftround 0 comma len leftround s_list rightround minus 1 comma 0 comma 0 rightround
0,t equal raw_input leftround rightround for i in range leftround 0 comma int leftround t rightround rightround colon n equal raw_input leftround rightround numbers equal map leftround int comma raw_input leftround rightround period split leftround rightround rightround numbers period sort leftround rightround if numbers leftsquare 0 rightsquare equal equal numbers leftsquare 1 rightsquare colon print numbers leftsquare 0 rightsquare else colon multi equal numbers leftsquare 0 rightsquare asterisk numbers leftsquare 1 rightsquare print leftround multi rightround
0,import sys t equal sys period stdin period readline leftround rightround for inn in range leftround int leftround t rightround rightround colon n equal int leftround sys period stdin period readline leftround rightround rightround if n exclamation equal 1 colon flag equal 0 for i in range leftround n rightround colon if flag equal equal 0 colon print d minus quotation 0 d minus quotation plus str leftround i rightround plus d minus quotation d minus quotation plus str leftround n rightround plus d minus quotation d minus quotation plus str leftround i plus 1 rightround flag equal 1 elif flag equal equal 1 colon print str leftround n rightround plus d minus quotation d minus quotation plus str leftround i rightround plus d minus quotation 0 d minus quotation plus str leftround i plus 1 rightround flag equal 0 print d minus quotation 0 0 d minus quotation plus str leftround n rightround plus d minus quotation d minus quotation plus str leftround n rightround else colon print d minus quotation 0 0 1 1 d minus quotation print d minus quotation 1 0 0 1 d minus quotation
